response_id,survey_id,student_id,fecha,anio,mes,semana,dia_semana,hora,calidad_clase,comprension_tema,evaluacion_docente,comentario,sentimiento_label,sentimiento_score,emo_feliz,emo_neutral,emo_triste,emo_enojado,emo_sorprendido,emocion_predominante,calidad_normalizada,comprension_normalizada,docente_normalizado,datos_completos,outlier_flag
673,23,378,2024-12-13 08:00:00,2024,12,50,4,8,1,3,1,El docente explicó muy rápido,negativo,0.245,0.576,0.008,0.003,0.302,0.111,feliz,0.0,0.5,0.0,True,False
674,12,258,2024-04-21 16:00:00,2024,4,16,6,16,1,5,3,El tema es interesante pero la clase fue larga,neutral,0.531,0.304,0.183,0.05,0.286,0.177,feliz,0.0,1.0,0.5,True,False
675,2,284,2024-05-19 11:00:00,2024,5,20,6,11,3,4,4,"Bien en general, aunque faltó práctica",neutral,0.53,0.304,0.079,0.236,0.246,0.135,feliz,0.5,0.75,0.75,True,False
676,12,233,2024-05-10 15:00:00,2024,5,19,4,15,3,4,5,Entendí el tema pero fue un poco rápido,neutral,0.431,0.167,0.206,0.33,0.189,0.108,triste,0.5,0.75,1.0,True,False
677,26,236,2024-10-31 10:00:00,2024,10,44,3,10,3,1,3,Muy buena metodología del docente,positivo,0.684,0.136,0.321,0.127,0.073,0.343,sorprendido,0.5,0.0,0.5,True,False
678,21,468,2024-06-03 08:00:00,2024,6,23,0,8,4,4,4,"Me quedó muy claro el tema, gracias",positivo,0.794,0.328,0.039,0.268,0.058,0.307,feliz,0.75,0.75,0.75,True,False
679,27,172,2024-04-30 16:00:00,2024,4,18,1,16,4,3,5,"Bien en general, aunque faltó práctica",neutral,0.421,0.327,0.034,0.1,0.34,0.199,enojado,0.75,0.5,1.0,True,False
680,17,473,2024-11-21 12:00:00,2024,11,47,3,12,5,4,4,Clase muy bien estructurada y organizada,positivo,0.726,0.304,0.241,0.272,0.123,0.06,feliz,1.0,0.75,0.75,True,False
681,11,199,2024-12-23 10:00:00,2024,12,52,0,10,5,5,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.852,0.258,0.059,0.045,0.344,0.293,enojado,1.0,1.0,0.75,True,False
682,7,112,2024-03-16 17:00:00,2024,3,11,5,17,4,5,3,El docente domina el tema perfectamente,positivo,0.936,0.039,0.187,0.454,0.223,0.097,triste,0.75,1.0,0.5,True,False
683,18,148,2024-08-28 18:00:00,2024,8,35,2,18,2,4,5,Muy buena metodología del docente,positivo,0.907,0.115,0.299,0.258,0.123,0.205,neutral,0.25,0.75,1.0,True,False
684,5,190,2024-12-12 11:00:00,2024,12,50,3,11,3,5,3,La clase fue muy dinámica e interesante,positivo,0.854,0.013,0.378,0.19,0.137,0.281,neutral,0.5,1.0,0.5,True,False
685,2,485,2024-12-18 17:00:00,2024,12,51,2,17,3,5,5,"Excelente clase, muy clara la explicación",positivo,0.751,0.485,0.246,0.222,0.017,0.029,feliz,0.5,1.0,1.0,True,False
686,26,130,2024-09-12 08:00:00,2024,9,37,3,8,4,4,5,Muy buena metodología del docente,positivo,0.808,0.266,0.078,0.2,0.345,0.111,enojado,0.75,0.75,1.0,True,False
687,24,8,2024-11-15 09:00:00,2024,11,46,4,9,5,3,5,"Faltaron ejemplos prácticos, solo teoría",negativo,0.244,0.066,0.442,0.18,0.273,0.039,neutral,1.0,0.5,1.0,True,False
688,9,328,2024-04-06 12:00:00,2024,4,14,5,12,5,5,5,El docente explicó muy rápido,negativo,0.098,0.32,0.078,0.174,0.161,0.267,feliz,1.0,1.0,1.0,True,False
689,1,496,2024-09-09 07:00:00,2024,9,37,0,7,3,2,4,El docente domina el tema perfectamente,positivo,0.785,0.127,0.144,0.203,0.205,0.322,sorprendido,0.5,0.25,0.75,True,False
690,21,293,2024-05-16 09:00:00,2024,5,20,3,9,3,3,5,"Me quedó muy claro el tema, gracias",positivo,0.662,0.221,0.134,0.13,0.273,0.242,enojado,0.5,0.5,1.0,True,False
691,8,364,2024-08-16 13:00:00,2024,8,33,4,13,5,3,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.866,0.273,0.122,0.22,0.18,0.205,feliz,1.0,0.5,0.75,True,False
692,23,142,2024-09-29 16:00:00,2024,9,39,6,16,3,4,4,"No se escuchaba bien, problemas técnicos",negativo,0.104,0.305,0.214,0.134,0.143,0.204,feliz,0.5,0.75,0.75,True,False
693,3,433,2024-05-18 10:00:00,2024,5,20,5,10,4,5,3,"Bien en general, aunque faltó práctica",neutral,0.386,0.087,0.38,0.132,0.355,0.046,neutral,0.75,1.0,0.5,True,False
694,22,111,2024-04-23 10:00:00,2024,4,17,1,10,3,3,4,Clase muy bien estructurada y organizada,positivo,0.652,0.163,0.064,0.565,0.163,0.045,triste,0.5,0.5,0.75,True,False
695,2,50,2024-08-16 14:00:00,2024,8,33,4,14,4,2,2,El tema es interesante pero la clase fue larga,neutral,0.441,0.115,0.047,0.307,0.295,0.237,triste,0.75,0.25,0.25,True,False
696,15,160,2024-07-28 14:00:00,2024,7,30,6,14,5,5,2,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.488,0.062,0.097,0.041,0.424,0.375,enojado,1.0,1.0,0.25,True,False
697,5,128,2024-07-11 07:00:00,2024,7,28,3,7,5,2,3,Excelente manejo del tiempo y ejemplos,positivo,0.703,0.333,0.527,0.028,0.111,0.002,neutral,1.0,0.25,0.5,True,False
698,26,378,2024-10-01 11:00:00,2024,10,40,1,11,5,5,4,"Me quedó muy claro el tema, gracias",positivo,0.804,0.014,0.284,0.15,0.463,0.089,enojado,1.0,1.0,0.75,True,False
699,4,217,2024-09-20 18:00:00,2024,9,38,4,18,4,5,4,"Bien en general, aunque faltó práctica",neutral,0.438,0.024,0.298,0.273,0.11,0.296,neutral,0.75,1.0,0.75,True,False
700,7,134,2024-08-28 07:00:00,2024,8,35,2,7,4,3,4,Clase muy bien estructurada y organizada,positivo,0.927,0.044,0.377,0.021,0.176,0.382,sorprendido,0.75,0.5,0.75,True,False
701,9,34,2024-11-09 14:00:00,2024,11,45,5,14,4,5,4,El docente domina el tema perfectamente,positivo,0.947,0.207,0.146,0.381,0.168,0.098,triste,0.75,1.0,0.75,True,False
702,14,171,2024-11-02 07:00:00,2024,11,44,5,7,5,3,3,El tema es interesante pero la clase fue larga,neutral,0.505,0.182,0.303,0.187,0.286,0.042,neutral,1.0,0.5,0.5,True,False
703,27,311,2024-07-16 15:00:00,2024,7,29,1,15,4,4,4,"Me quedó muy claro el tema, gracias",positivo,0.8,0.3,0.225,0.165,0.216,0.094,feliz,0.75,0.75,0.75,True,False
704,26,17,2024-11-20 07:00:00,2024,11,47,2,7,3,5,4,"Regular, podría mejorar el ritmo",neutral,0.401,0.417,0.034,0.107,0.003,0.439,sorprendido,0.5,1.0,0.75,True,False
705,10,305,2024-08-21 11:00:00,2024,8,34,2,11,4,3,4,Entendí el tema pero fue un poco rápido,neutral,0.546,0.241,0.041,0.094,0.272,0.353,sorprendido,0.75,0.5,0.75,True,False
706,13,333,2024-07-06 16:00:00,2024,7,27,5,16,5,5,5,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.365,0.128,0.008,0.337,0.288,0.24,triste,1.0,1.0,1.0,True,False
707,12,268,2024-03-14 18:00:00,2024,3,11,3,18,4,3,3,"Más o menos, algunos conceptos poco claros",neutral,0.51,0.225,0.062,0.451,0.18,0.083,triste,0.75,0.5,0.5,True,False
708,2,431,2024-10-09 11:00:00,2024,10,41,2,11,4,1,3,"Excelente clase, muy clara la explicación",positivo,0.763,0.134,0.022,0.325,0.236,0.283,triste,0.75,0.0,0.5,True,False
709,10,112,2024-07-20 08:00:00,2024,7,29,5,8,4,3,5,Muy difícil seguir el ritmo de la clase,negativo,0.085,0.222,0.241,0.143,0.272,0.122,enojado,0.75,0.5,1.0,True,False
710,30,150,2024-06-08 15:00:00,2024,6,23,5,15,5,2,5,"Excelente clase, muy clara la explicación",positivo,0.727,0.193,0.113,0.024,0.253,0.417,sorprendido,1.0,0.25,1.0,True,False
711,6,333,2024-12-23 10:00:00,2024,12,52,0,10,3,2,4,Muy buena metodología del docente,positivo,0.716,0.273,0.175,0.007,0.226,0.32,sorprendido,0.5,0.25,0.75,True,False
712,30,496,2024-03-05 12:00:00,2024,3,10,1,12,3,1,3,Excelente manejo del tiempo y ejemplos,positivo,0.915,0.25,0.209,0.158,0.372,0.011,enojado,0.5,0.0,0.5,True,False
713,16,461,2024-09-14 16:00:00,2024,9,37,5,16,3,4,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.658,0.243,0.264,0.265,0.139,0.09,triste,0.5,0.75,1.0,True,False
714,17,200,2024-07-19 14:00:00,2024,7,29,4,14,1,3,4,Clase muy bien estructurada y organizada,positivo,0.948,0.03,0.391,0.155,0.275,0.15,neutral,0.0,0.5,0.75,True,False
715,6,173,2024-08-07 08:00:00,2024,8,32,2,8,4,4,3,Muy difícil seguir el ritmo de la clase,negativo,0.326,0.075,0.308,0.143,0.437,0.037,enojado,0.75,0.75,0.5,True,False
716,4,24,2024-05-29 11:00:00,2024,5,22,2,11,4,4,5,"Excelente clase, muy clara la explicación",positivo,0.743,0.285,0.092,0.279,0.189,0.156,feliz,0.75,0.75,1.0,True,False
717,6,179,2024-09-25 14:00:00,2024,9,39,2,14,4,3,2,"Aprendí mucho hoy, muy buena didáctica",positivo,0.799,0.307,0.457,0.088,0.049,0.099,neutral,0.75,0.5,0.25,True,False
718,9,488,2024-06-08 11:00:00,2024,6,23,5,11,3,3,4,Muy buena metodología del docente,positivo,0.931,0.195,0.123,0.273,0.221,0.188,triste,0.5,0.5,0.75,True,False
719,22,130,2024-11-01 11:00:00,2024,11,44,4,11,4,5,5,La clase fue aburrida y poco dinámica,negativo,0.306,0.231,0.316,0.018,0.275,0.161,neutral,0.75,1.0,1.0,True,False
720,26,428,2024-11-04 10:00:00,2024,11,45,0,10,4,3,3,"No entendí casi nada, muy confuso",negativo,0.294,0.217,0.212,0.177,0.275,0.12,enojado,0.75,0.5,0.5,True,False
721,2,423,2024-08-08 15:00:00,2024,8,32,3,15,5,4,5,El tema es interesante pero la clase fue larga,neutral,0.364,0.082,0.265,0.217,0.219,0.217,neutral,1.0,0.75,1.0,True,False
722,10,222,2024-11-16 11:00:00,2024,11,46,5,11,3,4,4,Muy buena metodología del docente,positivo,0.826,0.284,0.014,0.141,0.32,0.24,enojado,0.5,0.75,0.75,True,False
723,6,139,2024-07-10 12:00:00,2024,7,28,2,12,5,4,4,Entendí el tema pero fue un poco rápido,neutral,0.445,0.191,0.249,0.22,0.148,0.192,neutral,1.0,0.75,0.75,True,False
724,17,405,2024-12-19 16:00:00,2024,12,51,3,16,3,4,5,"No entendí casi nada, muy confuso",negativo,0.067,0.313,0.243,0.102,0.168,0.173,feliz,0.5,0.75,1.0,True,False
725,8,71,2024-09-05 11:00:00,2024,9,36,3,11,5,4,2,"Más o menos, algunos conceptos poco claros",neutral,0.436,0.162,0.251,0.197,0.114,0.276,sorprendido,1.0,0.75,0.25,True,False
726,12,165,2024-10-12 07:00:00,2024,10,41,5,7,4,5,5,"Bien en general, aunque faltó práctica",neutral,0.422,0.187,0.197,0.361,0.165,0.09,triste,0.75,1.0,1.0,True,False
727,18,406,2024-11-10 07:00:00,2024,11,45,6,7,4,2,4,Entendí el tema pero fue un poco rápido,neutral,0.375,0.397,0.083,0.112,0.391,0.018,feliz,0.75,0.25,0.75,True,False
728,26,232,2024-07-25 14:00:00,2024,7,30,3,14,4,4,2,La clase fue muy dinámica e interesante,positivo,0.88,0.293,0.014,0.315,0.11,0.268,triste,0.75,0.75,0.25,True,False
729,2,210,2024-03-29 18:00:00,2024,3,13,4,18,4,1,5,Clase muy bien estructurada y organizada,positivo,0.706,0.464,0.031,0.088,0.373,0.044,feliz,0.75,0.0,1.0,True,False
730,17,269,2024-12-24 10:00:00,2024,12,52,1,10,5,4,5,"No entendí casi nada, muy confuso",negativo,0.269,0.082,0.218,0.165,0.434,0.101,enojado,1.0,0.75,1.0,True,False
731,12,471,2024-09-03 11:00:00,2024,9,36,1,11,4,5,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.376,0.301,0.249,0.184,0.154,0.112,feliz,0.75,1.0,0.5,True,False
732,2,365,2024-12-23 17:00:00,2024,12,52,0,17,3,4,3,"Regular, podría mejorar el ritmo",neutral,0.357,0.235,0.181,0.166,0.189,0.229,feliz,0.5,0.75,0.5,True,False
733,8,32,2024-05-15 08:00:00,2024,5,20,2,8,4,4,5,"Más o menos, algunos conceptos poco claros",neutral,0.375,0.104,0.263,0.188,0.365,0.081,enojado,0.75,0.75,1.0,True,False
734,15,463,2024-04-12 07:00:00,2024,4,15,4,7,5,4,5,Excelente manejo del tiempo y ejemplos,positivo,0.767,0.208,0.202,0.289,0.057,0.244,triste,1.0,0.75,1.0,True,False
735,4,218,2024-05-08 10:00:00,2024,5,19,2,10,4,4,3,"Me quedó muy claro el tema, gracias",positivo,0.851,0.138,0.266,0.306,0.248,0.042,triste,0.75,0.75,0.5,True,False
736,23,267,2024-12-23 15:00:00,2024,12,52,0,15,4,2,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.497,0.269,0.22,0.124,0.335,0.052,enojado,0.75,0.25,0.5,True,False
737,6,15,2024-03-13 07:00:00,2024,3,11,2,7,3,5,4,"Excelente clase, muy clara la explicación",positivo,0.729,0.155,0.166,0.208,0.243,0.228,enojado,0.5,1.0,0.75,True,False
738,3,69,2024-07-28 16:00:00,2024,7,30,6,16,4,4,4,La clase fue muy dinámica e interesante,positivo,0.813,0.271,0.345,0.113,0.161,0.109,neutral,0.75,0.75,0.75,True,False
739,18,18,2024-06-24 14:00:00,2024,6,26,0,14,3,2,4,"No se escuchaba bien, problemas técnicos",negativo,0.341,0.22,0.231,0.094,0.213,0.242,sorprendido,0.5,0.25,0.75,True,False
740,29,119,2024-11-01 13:00:00,2024,11,44,4,13,4,4,4,El docente domina el tema perfectamente,positivo,0.793,0.085,0.44,0.457,0.008,0.01,triste,0.75,0.75,0.75,True,False
741,26,339,2024-05-11 08:00:00,2024,5,19,5,8,4,2,4,La clase fue muy dinámica e interesante,positivo,0.824,0.071,0.136,0.423,0.141,0.229,triste,0.75,0.25,0.75,True,False
742,29,496,2024-12-10 09:00:00,2024,12,50,1,9,3,1,4,La clase fue aburrida y poco dinámica,negativo,0.226,0.107,0.024,0.323,0.034,0.512,sorprendido,0.5,0.0,0.75,True,False
743,6,272,2024-10-25 07:00:00,2024,10,43,4,7,4,1,4,Clase muy bien estructurada y organizada,positivo,0.889,0.081,0.108,0.321,0.084,0.406,sorprendido,0.75,0.0,0.75,True,False
744,23,10,2024-10-21 11:00:00,2024,10,43,0,11,3,3,3,"Aprendí mucho hoy, muy buena didáctica",positivo,0.687,0.31,0.164,0.195,0.084,0.246,feliz,0.5,0.5,0.5,True,False
745,8,339,2024-10-31 10:00:00,2024,10,44,3,10,4,3,4,El docente explicó muy rápido,negativo,0.128,0.36,0.021,0.517,0.084,0.018,triste,0.75,0.5,0.75,True,False
746,2,297,2024-06-19 15:00:00,2024,6,25,2,15,4,5,4,"Más o menos, algunos conceptos poco claros",neutral,0.395,0.449,0.005,0.319,0.161,0.067,feliz,0.75,1.0,0.75,True,False
747,1,386,2024-07-08 14:00:00,2024,7,28,0,14,4,5,3,"Me quedó muy claro el tema, gracias",positivo,0.813,0.189,0.127,0.258,0.309,0.118,enojado,0.75,1.0,0.5,True,False
748,18,29,2024-08-04 13:00:00,2024,8,31,6,13,5,1,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.844,0.233,0.335,0.086,0.249,0.096,neutral,1.0,0.0,0.75,True,False
749,17,278,2024-04-30 11:00:00,2024,4,18,1,11,5,4,5,"Regular, podría mejorar el ritmo",neutral,0.399,0.275,0.109,0.316,0.219,0.081,triste,1.0,0.75,1.0,True,False
750,18,151,2024-06-21 14:00:00,2024,6,25,4,14,2,5,3,La clase fue muy dinámica e interesante,positivo,0.709,0.287,0.221,0.101,0.07,0.321,sorprendido,0.25,1.0,0.5,True,False
751,13,179,2024-03-14 11:00:00,2024,3,11,3,11,3,5,3,Muy buena metodología del docente,positivo,0.793,0.11,0.657,0.057,0.175,0.001,neutral,0.5,1.0,0.5,True,False
752,16,60,2024-06-25 11:00:00,2024,6,26,1,11,4,3,4,"Bien en general, aunque faltó práctica",neutral,0.379,0.315,0.107,0.027,0.329,0.222,enojado,0.75,0.5,0.75,True,False
753,29,160,2024-07-27 10:00:00,2024,7,30,5,10,3,4,2,Clase muy bien estructurada y organizada,positivo,0.855,0.269,0.236,0.206,0.187,0.102,feliz,0.5,0.75,0.25,True,False
754,13,14,2024-07-24 14:00:00,2024,7,30,2,14,5,3,4,Muy buena metodología del docente,positivo,0.663,0.035,0.34,0.435,0.013,0.177,triste,1.0,0.5,0.75,True,False
755,17,311,2024-03-30 07:00:00,2024,3,13,5,7,2,4,4,"No entendí casi nada, muy confuso",negativo,0.064,0.187,0.217,0.247,0.057,0.291,sorprendido,0.25,0.75,0.75,True,False
756,18,3,2024-03-07 14:00:00,2024,3,10,3,14,5,4,5,El tema es interesante pero la clase fue larga,neutral,0.499,0.494,0.038,0.361,0.034,0.073,feliz,1.0,0.75,1.0,True,False
757,10,275,2024-04-01 16:00:00,2024,4,14,0,16,4,5,3,Muy buena metodología del docente,positivo,0.802,0.354,0.352,0.023,0.029,0.243,feliz,0.75,1.0,0.5,True,False
758,19,394,2024-10-07 17:00:00,2024,10,41,0,17,3,3,5,Clase muy bien estructurada y organizada,positivo,0.828,0.366,0.012,0.348,0.147,0.127,feliz,0.5,0.5,1.0,True,False
759,7,373,2024-04-09 09:00:00,2024,4,15,1,9,5,5,4,"Bien en general, aunque faltó práctica",neutral,0.496,0.185,0.402,0.027,0.021,0.365,neutral,1.0,1.0,0.75,True,False
760,9,155,2024-03-17 14:00:00,2024,3,11,6,14,4,5,3,El docente domina el tema perfectamente,positivo,0.911,0.428,0.124,0.02,0.147,0.281,feliz,0.75,1.0,0.5,True,False
761,21,52,2024-11-25 10:00:00,2024,11,48,0,10,1,3,5,"Excelente clase, muy clara la explicación",positivo,0.946,0.416,0.068,0.221,0.276,0.019,feliz,0.0,0.5,1.0,True,False
762,16,8,2024-06-27 09:00:00,2024,6,26,3,9,4,3,5,"Me quedó muy claro el tema, gracias",positivo,0.743,0.268,0.114,0.116,0.329,0.172,enojado,0.75,0.5,1.0,True,False
763,15,441,2024-10-06 07:00:00,2024,10,40,6,7,4,5,4,Entendí el tema pero fue un poco rápido,neutral,0.438,0.056,0.526,0.368,0.049,0.002,neutral,0.75,1.0,0.75,True,False
764,24,235,2024-05-18 14:00:00,2024,5,20,5,14,5,5,3,"No entendí casi nada, muy confuso",negativo,0.145,0.123,0.21,0.078,0.121,0.467,sorprendido,1.0,1.0,0.5,True,False
765,11,82,2024-09-26 12:00:00,2024,9,39,3,12,5,5,3,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.404,0.213,0.177,0.01,0.413,0.186,enojado,1.0,1.0,0.5,True,False
766,23,90,2024-10-29 15:00:00,2024,10,44,1,15,5,3,5,Clase muy bien estructurada y organizada,positivo,0.768,0.197,0.263,0.114,0.244,0.182,neutral,1.0,0.5,1.0,True,False
767,7,199,2024-10-16 16:00:00,2024,10,42,2,16,5,5,5,"Excelente clase, muy clara la explicación",positivo,0.693,0.065,0.417,0.359,0.132,0.027,neutral,1.0,1.0,1.0,True,False
768,9,352,2024-03-13 18:00:00,2024,3,11,2,18,3,5,4,El docente domina el tema perfectamente,positivo,0.947,0.232,0.187,0.228,0.127,0.226,feliz,0.5,1.0,0.75,True,False
769,10,413,2024-10-15 11:00:00,2024,10,42,1,11,2,5,5,"Bien en general, aunque faltó práctica",neutral,0.409,0.158,0.098,0.269,0.014,0.461,sorprendido,0.25,1.0,1.0,True,False
770,7,68,2024-03-11 14:00:00,2024,3,11,0,14,5,4,4,"Regular, podría mejorar el ritmo",neutral,0.506,0.03,0.171,0.444,0.098,0.258,triste,1.0,0.75,0.75,True,False
771,12,6,2024-11-16 17:00:00,2024,11,46,5,17,4,3,5,"Me quedó muy claro el tema, gracias",positivo,0.905,0.039,0.178,0.331,0.143,0.308,triste,0.75,0.5,1.0,True,False
772,13,335,2024-10-25 07:00:00,2024,10,43,4,7,5,2,5,"Me quedó muy claro el tema, gracias",positivo,0.901,0.268,0.198,0.113,0.175,0.246,feliz,1.0,0.25,1.0,True,False
773,19,366,2024-11-15 08:00:00,2024,11,46,4,8,5,4,2,Entendí el tema pero fue un poco rápido,neutral,0.521,0.104,0.262,0.157,0.115,0.361,sorprendido,1.0,0.75,0.25,True,False
774,29,65,2024-11-03 08:00:00,2024,11,44,6,8,4,5,5,"Me quedó muy claro el tema, gracias",positivo,0.702,0.13,0.065,0.48,0.062,0.264,triste,0.75,1.0,1.0,True,False
775,22,126,2024-05-26 13:00:00,2024,5,21,6,13,4,4,5,"Bien en general, aunque faltó práctica",neutral,0.525,0.251,0.388,0.045,0.199,0.116,neutral,0.75,0.75,1.0,True,False
776,9,252,2024-10-25 13:00:00,2024,10,43,4,13,1,5,4,"Aprendí mucho hoy, muy buena didáctica",positivo,0.76,0.129,0.388,0.047,0.19,0.246,neutral,0.0,1.0,0.75,True,False
777,26,400,2024-11-19 17:00:00,2024,11,47,1,17,5,4,5,Excelente manejo del tiempo y ejemplos,positivo,0.943,0.37,0.217,0.087,0.065,0.261,feliz,1.0,0.75,1.0,True,False
778,5,224,2024-10-28 15:00:00,2024,10,44,0,15,5,5,5,"Aprendí mucho hoy, muy buena didáctica",positivo,0.675,0.221,0.301,0.228,0.095,0.154,neutral,1.0,1.0,1.0,True,False
779,13,77,2024-07-18 15:00:00,2024,7,29,3,15,4,5,3,Excelente manejo del tiempo y ejemplos,positivo,0.781,0.34,0.4,0.068,0.059,0.133,neutral,0.75,1.0,0.5,True,False
780,12,21,2024-09-27 15:00:00,2024,9,39,4,15,5,5,4,Excelente manejo del tiempo y ejemplos,positivo,0.944,0.093,0.039,0.277,0.249,0.342,sorprendido,1.0,1.0,0.75,True,False
781,28,182,2024-04-17 18:00:00,2024,4,16,2,18,5,4,3,La clase fue aburrida y poco dinámica,negativo,0.168,0.294,0.018,0.151,0.32,0.217,enojado,1.0,0.75,0.5,True,False
782,14,232,2024-09-12 12:00:00,2024,9,37,3,12,2,5,4,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.363,0.308,0.207,0.115,0.065,0.305,feliz,0.25,1.0,0.75,True,False
783,27,254,2024-09-07 17:00:00,2024,9,36,5,17,5,3,4,"Excelente clase, muy clara la explicación",positivo,0.715,0.169,0.197,0.221,0.271,0.141,enojado,1.0,0.5,0.75,True,False
784,24,336,2024-08-19 16:00:00,2024,8,34,0,16,5,4,5,Muy difícil seguir el ritmo de la clase,negativo,0.224,0.065,0.262,0.287,0.226,0.16,triste,1.0,0.75,1.0,True,False
785,10,41,2024-12-08 16:00:00,2024,12,49,6,16,4,4,4,"Faltaron ejemplos prácticos, solo teoría",negativo,0.254,0.176,0.191,0.18,0.283,0.169,enojado,0.75,0.75,0.75,True,False
786,28,435,2024-08-06 11:00:00,2024,8,32,1,11,4,5,4,"No entendí casi nada, muy confuso",negativo,0.158,0.194,0.059,0.256,0.339,0.152,enojado,0.75,1.0,0.75,True,False
787,16,482,2024-11-26 18:00:00,2024,11,48,1,18,3,4,5,"Regular, podría mejorar el ritmo",neutral,0.544,0.403,0.032,0.13,0.341,0.093,feliz,0.5,0.75,1.0,True,False
788,5,236,2024-08-09 14:00:00,2024,8,32,4,14,5,4,3,Muy buena metodología del docente,positivo,0.766,0.31,0.204,0.213,0.197,0.075,feliz,1.0,0.75,0.5,True,False
789,2,90,2024-06-13 18:00:00,2024,6,24,3,18,4,4,4,"Bien en general, aunque faltó práctica",neutral,0.444,0.138,0.39,0.345,0.125,0.002,neutral,0.75,0.75,0.75,True,False
790,22,99,2024-03-08 17:00:00,2024,3,10,4,17,5,5,4,La clase fue aburrida y poco dinámica,negativo,0.221,0.126,0.281,0.244,0.346,0.002,enojado,1.0,1.0,0.75,True,False
791,27,259,2024-09-23 08:00:00,2024,9,39,0,8,5,3,5,El docente domina el tema perfectamente,positivo,0.799,0.312,0.18,0.425,0.003,0.08,triste,1.0,0.5,1.0,True,False
792,23,37,2024-03-27 13:00:00,2024,3,13,2,13,4,1,3,"Me quedó muy claro el tema, gracias",positivo,0.935,0.027,0.336,0.055,0.393,0.189,enojado,0.75,0.0,0.5,True,False
793,15,393,2024-03-09 10:00:00,2024,3,10,5,10,5,3,3,"Aprendí mucho hoy, muy buena didáctica",positivo,0.839,0.26,0.19,0.378,0.128,0.045,triste,1.0,0.5,0.5,True,False
794,3,90,2024-07-11 16:00:00,2024,7,28,3,16,1,4,3,"Aprendí mucho hoy, muy buena didáctica",positivo,0.801,0.018,0.377,0.15,0.383,0.073,enojado,0.0,0.75,0.5,True,False
795,28,459,2024-10-11 17:00:00,2024,10,41,4,17,5,4,3,La clase fue muy dinámica e interesante,positivo,0.874,0.356,0.096,0.163,0.101,0.285,feliz,1.0,0.75,0.5,True,False
796,21,296,2024-10-08 14:00:00,2024,10,41,1,14,3,5,5,El docente explicó muy rápido,negativo,0.203,0.091,0.054,0.393,0.105,0.357,triste,0.5,1.0,1.0,True,False
797,1,334,2024-08-07 12:00:00,2024,8,32,2,12,5,5,5,La clase fue aburrida y poco dinámica,negativo,0.345,0.185,0.209,0.043,0.26,0.302,sorprendido,1.0,1.0,1.0,True,False
798,12,412,2024-07-24 17:00:00,2024,7,30,2,17,4,4,2,El docente domina el tema perfectamente,positivo,0.671,0.476,0.083,0.079,0.078,0.283,feliz,0.75,0.75,0.25,True,False
799,24,455,2024-07-02 12:00:00,2024,7,27,1,12,4,4,5,"La clase estuvo bien, aunque faltaron más ejemplos",neutral,0.409,0.23,0.068,0.319,0.358,0.025,enojado,0.75,0.75,1.0,True,False
800,3,207,2024-04-23 09:00:00,2024,4,17,1,9,5,3,4,"Regular, podría mejorar el ritmo",neutral,0.399,0.07,0.242,0.376,0.145,0.168,triste,1.0,0.5,0.75,True,False
801,7,484,2024-12-08 11:00:00,2024,12,49,6,11,3,4,4,El docente domina el tema perfectamente,positivo,0.947,0.227,0.258,0.191,0.071,0.253,neutral,0.5,0.75,0.75,True,False
802,8,197,2024-05-09 07:00:00,2024,5,19,3,7,4,3,4,"Bien en general, aunque faltó práctica",neutral,0.367,0.145,0.184,0.315,0.34,0.016,enojado,0.75,0.5,0.75,True,False
803,16,75,2024-12-15 10:00:00,2024,12,50,6,10,1,4,3,El tema es interesante pero la clase fue larga,neutral,0.525,0.156,0.03,0.28,0.391,0.143,enojado,0.0,0.75,0.5,True,False
804,19,371,2024-11-14 15:00:00,2024,11,46,3,15,5,3,4,"Regular, podría mejorar el ritmo",neutral,0.358,0.249,0.202,0.125,0.274,0.15,enojado,1.0,0.5,0.75,True,False
805,3,50,2024-07-28 11:00:00,2024,7,30,6,11,5,4,3,El docente explicó muy rápido,negativo,0.127,0.149,0.045,0.342,0.049,0.414,sorprendido,1.0,0.75,0.5,True,False
806,27,7,2024-10-15 07:00:00,2024,10,42,1,7,4,4,3,Muy buena metodología del docente,positivo,0.689,0.349,0.035,0.139,0.341,0.137,feliz,0.75,0.75,0.5,True,False
807,7,124,2024-09-12 08:00:00,2024,9,37,3,8,5,4,3,"No se escuchaba bien, problemas técnicos",negativo,0.228,0.355,0.047,0.231,0.006,0.361,sorprendido,1.0,0.75,0.5,True,False
808,9,336,2024-12-25 15:00:00,2024,12,52,2,15,2,4,4,Excelente manejo del tiempo y ejemplos,positivo,0.744,0.024,0.116,0.315,0.362,0.183,enojado,0.25,0.75,0.75,True,False
