time_id,fecha_completa,anio,mes,mes_nombre,trimestre,semana,dia,dia_semana,dia_nombre,hora,turno
701,2024-11-09 14:00:00,2024,11,November,4,45,9,5,Saturday,14,Tarde
702,2024-11-02 07:00:00,2024,11,November,4,44,2,5,Saturday,7,Mañana
703,2024-07-16 15:00:00,2024,7,July,3,29,16,1,Tuesday,15,Tarde
704,2024-11-20 07:00:00,2024,11,November,4,47,20,2,Wednesday,7,Mañana
705,2024-08-21 11:00:00,2024,8,August,3,34,21,2,Wednesday,11,Mañana
706,2024-07-06 16:00:00,2024,7,July,3,27,6,5,Saturday,16,Tarde
707,2024-03-14 18:00:00,2024,3,March,1,11,14,3,Thursday,18,Noche
708,2024-10-09 11:00:00,2024,10,October,4,41,9,2,Wednesday,11,Mañana
709,2024-07-20 08:00:00,2024,7,July,3,29,20,5,Saturday,8,Mañana
710,2024-06-08 15:00:00,2024,6,June,2,23,8,5,Saturday,15,Tarde
711,2024-12-23 10:00:00,2024,12,December,4,52,23,0,Monday,10,Mañana
712,2024-03-05 12:00:00,2024,3,March,1,10,5,1,Tuesday,12,Mañana
713,2024-09-14 16:00:00,2024,9,September,3,37,14,5,Saturday,16,Tarde
714,2024-07-19 14:00:00,2024,7,July,3,29,19,4,Friday,14,Tarde
715,2024-08-07 08:00:00,2024,8,August,3,32,7,2,Wednesday,8,Mañana
716,2024-05-29 11:00:00,2024,5,May,2,22,29,2,Wednesday,11,Mañana
717,2024-09-25 14:00:00,2024,9,September,3,39,25,2,Wednesday,14,Tarde
718,2024-06-08 11:00:00,2024,6,June,2,23,8,5,Saturday,11,Mañana
719,2024-11-01 11:00:00,2024,11,November,4,44,1,4,Friday,11,Mañana
720,2024-11-04 10:00:00,2024,11,November,4,45,4,0,Monday,10,Mañana
721,2024-08-08 15:00:00,2024,8,August,3,32,8,3,Thursday,15,Tarde
722,2024-11-16 11:00:00,2024,11,November,4,46,16,5,Saturday,11,Mañana
723,2024-07-10 12:00:00,2024,7,July,3,28,10,2,Wednesday,12,Mañana
724,2024-12-19 16:00:00,2024,12,December,4,51,19,3,Thursday,16,Tarde
725,2024-09-05 11:00:00,2024,9,September,3,36,5,3,Thursday,11,Mañana
726,2024-10-12 07:00:00,2024,10,October,4,41,12,5,Saturday,7,Mañana
727,2024-11-10 07:00:00,2024,11,November,4,45,10,6,Sunday,7,Mañana
728,2024-07-25 14:00:00,2024,7,July,3,30,25,3,Thursday,14,Tarde
729,2024-03-29 18:00:00,2024,3,March,1,13,29,4,Friday,18,Noche
730,2024-12-24 10:00:00,2024,12,December,4,52,24,1,Tuesday,10,Mañana
731,2024-09-03 11:00:00,2024,9,September,3,36,3,1,Tuesday,11,Mañana
732,2024-12-23 17:00:00,2024,12,December,4,52,23,0,Monday,17,Tarde
733,2024-05-15 08:00:00,2024,5,May,2,20,15,2,Wednesday,8,Mañana
734,2024-04-12 07:00:00,2024,4,April,2,15,12,4,Friday,7,Mañana
735,2024-05-08 10:00:00,2024,5,May,2,19,8,2,Wednesday,10,Mañana
736,2024-12-23 15:00:00,2024,12,December,4,52,23,0,Monday,15,Tarde
737,2024-03-13 07:00:00,2024,3,March,1,11,13,2,Wednesday,7,Mañana
738,2024-07-28 16:00:00,2024,7,July,3,30,28,6,Sunday,16,Tarde
739,2024-06-24 14:00:00,2024,6,June,2,26,24,0,Monday,14,Tarde
740,2024-11-01 13:00:00,2024,11,November,4,44,1,4,Friday,13,Tarde
741,2024-05-11 08:00:00,2024,5,May,2,19,11,5,Saturday,8,Mañana
742,2024-12-10 09:00:00,2024,12,December,4,50,10,1,Tuesday,9,Mañana
743,2024-10-25 07:00:00,2024,10,October,4,43,25,4,Friday,7,Mañana
744,2024-10-21 11:00:00,2024,10,October,4,43,21,0,Monday,11,Mañana
745,2024-10-31 10:00:00,2024,10,October,4,44,31,3,Thursday,10,Mañana
746,2024-06-19 15:00:00,2024,6,June,2,25,19,2,Wednesday,15,Tarde
747,2024-07-08 14:00:00,2024,7,July,3,28,8,0,Monday,14,Tarde
748,2024-08-04 13:00:00,2024,8,August,3,31,4,6,Sunday,13,Tarde
749,2024-04-30 11:00:00,2024,4,April,2,18,30,1,Tuesday,11,Mañana
750,2024-06-21 14:00:00,2024,6,June,2,25,21,4,Friday,14,Tarde
751,2024-03-14 11:00:00,2024,3,March,1,11,14,3,Thursday,11,Mañana
752,2024-06-25 11:00:00,2024,6,June,2,26,25,1,Tuesday,11,Mañana
753,2024-07-27 10:00:00,2024,7,July,3,30,27,5,Saturday,10,Mañana
754,2024-07-24 14:00:00,2024,7,July,3,30,24,2,Wednesday,14,Tarde
755,2024-03-30 07:00:00,2024,3,March,1,13,30,5,Saturday,7,Mañana
756,2024-03-07 14:00:00,2024,3,March,1,10,7,3,Thursday,14,Tarde
757,2024-04-01 16:00:00,2024,4,April,2,14,1,0,Monday,16,Tarde
758,2024-10-07 17:00:00,2024,10,October,4,41,7,0,Monday,17,Tarde
759,2024-04-09 09:00:00,2024,4,April,2,15,9,1,Tuesday,9,Mañana
760,2024-03-17 14:00:00,2024,3,March,1,11,17,6,Sunday,14,Tarde
761,2024-11-25 10:00:00,2024,11,November,4,48,25,0,Monday,10,Mañana
762,2024-06-27 09:00:00,2024,6,June,2,26,27,3,Thursday,9,Mañana
763,2024-10-06 07:00:00,2024,10,October,4,40,6,6,Sunday,7,Mañana
764,2024-05-18 14:00:00,2024,5,May,2,20,18,5,Saturday,14,Tarde
765,2024-09-26 12:00:00,2024,9,September,3,39,26,3,Thursday,12,Mañana
766,2024-10-29 15:00:00,2024,10,October,4,44,29,1,Tuesday,15,Tarde
767,2024-10-16 16:00:00,2024,10,October,4,42,16,2,Wednesday,16,Tarde
768,2024-03-13 18:00:00,2024,3,March,1,11,13,2,Wednesday,18,Noche
769,2024-10-15 11:00:00,2024,10,October,4,42,15,1,Tuesday,11,Mañana
770,2024-03-11 14:00:00,2024,3,March,1,11,11,0,Monday,14,Tarde
771,2024-11-16 17:00:00,2024,11,November,4,46,16,5,Saturday,17,Tarde
772,2024-10-25 07:00:00,2024,10,October,4,43,25,4,Friday,7,Mañana
773,2024-11-15 08:00:00,2024,11,November,4,46,15,4,Friday,8,Mañana
774,2024-11-03 08:00:00,2024,11,November,4,44,3,6,Sunday,8,Mañana
775,2024-05-26 13:00:00,2024,5,May,2,21,26,6,Sunday,13,Tarde
776,2024-10-25 13:00:00,2024,10,October,4,43,25,4,Friday,13,Tarde
777,2024-11-19 17:00:00,2024,11,November,4,47,19,1,Tuesday,17,Tarde
778,2024-10-28 15:00:00,2024,10,October,4,44,28,0,Monday,15,Tarde
779,2024-07-18 15:00:00,2024,7,July,3,29,18,3,Thursday,15,Tarde
780,2024-09-27 15:00:00,2024,9,September,3,39,27,4,Friday,15,Tarde
781,2024-04-17 18:00:00,2024,4,April,2,16,17,2,Wednesday,18,Noche
782,2024-09-12 12:00:00,2024,9,September,3,37,12,3,Thursday,12,Mañana
783,2024-09-07 17:00:00,2024,9,September,3,36,7,5,Saturday,17,Tarde
784,2024-08-19 16:00:00,2024,8,August,3,34,19,0,Monday,16,Tarde
785,2024-12-08 16:00:00,2024,12,December,4,49,8,6,Sunday,16,Tarde
786,2024-08-06 11:00:00,2024,8,August,3,32,6,1,Tuesday,11,Mañana
787,2024-11-26 18:00:00,2024,11,November,4,48,26,1,Tuesday,18,Noche
788,2024-08-09 14:00:00,2024,8,August,3,32,9,4,Friday,14,Tarde
789,2024-06-13 18:00:00,2024,6,June,2,24,13,3,Thursday,18,Noche
790,2024-03-08 17:00:00,2024,3,March,1,10,8,4,Friday,17,Tarde
791,2024-09-23 08:00:00,2024,9,September,3,39,23,0,Monday,8,Mañana
792,2024-03-27 13:00:00,2024,3,March,1,13,27,2,Wednesday,13,Tarde
793,2024-03-09 10:00:00,2024,3,March,1,10,9,5,Saturday,10,Mañana
794,2024-07-11 16:00:00,2024,7,July,3,28,11,3,Thursday,16,Tarde
795,2024-10-11 17:00:00,2024,10,October,4,41,11,4,Friday,17,Tarde
796,2024-10-08 14:00:00,2024,10,October,4,41,8,1,Tuesday,14,Tarde
797,2024-08-07 12:00:00,2024,8,August,3,32,7,2,Wednesday,12,Mañana
798,2024-07-24 17:00:00,2024,7,July,3,30,24,2,Wednesday,17,Tarde
799,2024-07-02 12:00:00,2024,7,July,3,27,2,1,Tuesday,12,Mañana
800,2024-04-23 09:00:00,2024,4,April,2,17,23,1,Tuesday,9,Mañana
801,2024-12-08 11:00:00,2024,12,December,4,49,8,6,Sunday,11,Mañana
802,2024-05-09 07:00:00,2024,5,May,2,19,9,3,Thursday,7,Mañana
803,2024-12-15 10:00:00,2024,12,December,4,50,15,6,Sunday,10,Mañana
804,2024-11-14 15:00:00,2024,11,November,4,46,14,3,Thursday,15,Tarde
805,2024-07-28 11:00:00,2024,7,July,3,30,28,6,Sunday,11,Mañana
806,2024-10-15 07:00:00,2024,10,October,4,42,15,1,Tuesday,7,Mañana
807,2024-09-12 08:00:00,2024,9,September,3,37,12,3,Thursday,8,Mañana
808,2024-12-25 15:00:00,2024,12,December,4,52,25,2,Wednesday,15,Tarde
809,2024-11-13 13:00:00,2024,11,November,4,46,13,2,Wednesday,13,Tarde
810,2024-06-11 16:00:00,2024,6,June,2,24,11,1,Tuesday,16,Tarde
811,2024-05-14 12:00:00,2024,5,May,2,20,14,1,Tuesday,12,Mañana
812,2024-05-25 16:00:00,2024,5,May,2,21,25,5,Saturday,16,Tarde
813,2024-04-25 17:00:00,2024,4,April,2,17,25,3,Thursday,17,Tarde
814,2024-04-24 07:00:00,2024,4,April,2,17,24,2,Wednesday,7,Mañana
815,2024-12-20 18:00:00,2024,12,December,4,51,20,4,Friday,18,Noche
816,2024-04-22 12:00:00,2024,4,April,2,17,22,0,Monday,12,Mañana
817,2024-10-19 13:00:00,2024,10,October,4,42,19,5,Saturday,13,Tarde
818,2024-11-06 09:00:00,2024,11,November,4,45,6,2,Wednesday,9,Mañana
819,2024-12-21 15:00:00,2024,12,December,4,51,21,5,Saturday,15,Tarde
820,2024-04-03 08:00:00,2024,4,April,2,14,3,2,Wednesday,8,Mañana
821,2024-09-16 08:00:00,2024,9,September,3,38,16,0,Monday,8,Mañana
822,2024-03-01 15:00:00,2024,3,March,1,9,1,4,Friday,15,Tarde
823,2024-09-26 16:00:00,2024,9,September,3,39,26,3,Thursday,16,Tarde
824,2024-07-03 11:00:00,2024,7,July,3,27,3,2,Wednesday,11,Mañana
825,2024-10-22 15:00:00,2024,10,October,4,43,22,1,Tuesday,15,Tarde
826,2024-06-10 08:00:00,2024,6,June,2,24,10,0,Monday,8,Mañana
827,2024-04-24 12:00:00,2024,4,April,2,17,24,2,Wednesday,12,Mañana
828,2024-09-14 11:00:00,2024,9,September,3,37,14,5,Saturday,11,Mañana
829,2024-12-26 15:00:00,2024,12,December,4,52,26,3,Thursday,15,Tarde
830,2024-04-11 09:00:00,2024,4,April,2,15,11,3,Thursday,9,Mañana
831,2024-11-24 08:00:00,2024,11,November,4,47,24,6,Sunday,8,Mañana
832,2024-08-20 11:00:00,2024,8,August,3,34,20,1,Tuesday,11,Mañana
833,2024-04-11 16:00:00,2024,4,April,2,15,11,3,Thursday,16,Tarde
834,2024-11-04 18:00:00,2024,11,November,4,45,4,0,Monday,18,Noche
835,2024-08-02 12:00:00,2024,8,August,3,31,2,4,Friday,12,Mañana
836,2024-03-15 10:00:00,2024,3,March,1,11,15,4,Friday,10,Mañana
837,2024-03-20 11:00:00,2024,3,March,1,12,20,2,Wednesday,11,Mañana
838,2024-10-20 16:00:00,2024,10,October,4,42,20,6,Sunday,16,Tarde
839,2024-03-13 10:00:00,2024,3,March,1,11,13,2,Wednesday,10,Mañana
840,2024-11-28 18:00:00,2024,11,November,4,48,28,3,Thursday,18,Noche
841,2024-11-06 18:00:00,2024,11,November,4,45,6,2,Wednesday,18,Noche
842,2024-05-31 14:00:00,2024,5,May,2,22,31,4,Friday,14,Tarde
843,2024-03-24 08:00:00,2024,3,March,1,12,24,6,Sunday,8,Mañana
844,2024-08-11 07:00:00,2024,8,August,3,32,11,6,Sunday,7,Mañana
845,2024-11-20 18:00:00,2024,11,November,4,47,20,2,Wednesday,18,Noche
846,2024-09-26 07:00:00,2024,9,September,3,39,26,3,Thursday,7,Mañana
847,2024-07-03 18:00:00,2024,7,July,3,27,3,2,Wednesday,18,Noche
848,2024-04-12 07:00:00,2024,4,April,2,15,12,4,Friday,7,Mañana
849,2024-10-25 15:00:00,2024,10,October,4,43,25,4,Friday,15,Tarde
850,2024-09-13 09:00:00,2024,9,September,3,37,13,4,Friday,9,Mañana
851,2024-08-01 11:00:00,2024,8,August,3,31,1,3,Thursday,11,Mañana
852,2024-03-26 13:00:00,2024,3,March,1,13,26,1,Tuesday,13,Tarde
853,2024-12-17 07:00:00,2024,12,December,4,51,17,1,Tuesday,7,Mañana
854,2024-03-19 09:00:00,2024,3,March,1,12,19,1,Tuesday,9,Mañana
855,2024-04-26 09:00:00,2024,4,April,2,17,26,4,Friday,9,Mañana
856,2024-11-26 09:00:00,2024,11,November,4,48,26,1,Tuesday,9,Mañana
857,2024-12-10 18:00:00,2024,12,December,4,50,10,1,Tuesday,18,Noche
858,2024-05-25 09:00:00,2024,5,May,2,21,25,5,Saturday,9,Mañana
859,2024-06-17 14:00:00,2024,6,June,2,25,17,0,Monday,14,Tarde
860,2024-06-19 12:00:00,2024,6,June,2,25,19,2,Wednesday,12,Mañana
861,2024-10-09 11:00:00,2024,10,October,4,41,9,2,Wednesday,11,Mañana
862,2024-09-05 15:00:00,2024,9,September,3,36,5,3,Thursday,15,Tarde
863,2024-09-25 18:00:00,2024,9,September,3,39,25,2,Wednesday,18,Noche
864,2024-11-30 08:00:00,2024,11,November,4,48,30,5,Saturday,8,Mañana
865,2024-10-17 12:00:00,2024,10,October,4,42,17,3,Thursday,12,Mañana
866,2024-10-24 10:00:00,2024,10,October,4,43,24,3,Thursday,10,Mañana
867,2024-09-11 12:00:00,2024,9,September,3,37,11,2,Wednesday,12,Mañana
868,2024-06-02 13:00:00,2024,6,June,2,22,2,6,Sunday,13,Tarde
869,2024-11-01 07:00:00,2024,11,November,4,44,1,4,Friday,7,Mañana
870,2024-12-19 12:00:00,2024,12,December,4,51,19,3,Thursday,12,Mañana
871,2024-06-28 14:00:00,2024,6,June,2,26,28,4,Friday,14,Tarde
872,2024-05-18 14:00:00,2024,5,May,2,20,18,5,Saturday,14,Tarde
873,2024-04-22 17:00:00,2024,4,April,2,17,22,0,Monday,17,Tarde
874,2024-06-08 18:00:00,2024,6,June,2,23,8,5,Saturday,18,Noche
875,2024-10-25 07:00:00,2024,10,October,4,43,25,4,Friday,7,Mañana
876,2024-07-01 09:00:00,2024,7,July,3,27,1,0,Monday,9,Mañana
877,2024-11-30 14:00:00,2024,11,November,4,48,30,5,Saturday,14,Tarde
878,2024-06-12 14:00:00,2024,6,June,2,24,12,2,Wednesday,14,Tarde
879,2024-09-29 10:00:00,2024,9,September,3,39,29,6,Sunday,10,Mañana
880,2024-06-12 16:00:00,2024,6,June,2,24,12,2,Wednesday,16,Tarde
881,2024-12-16 12:00:00,2024,12,December,4,51,16,0,Monday,12,Mañana
882,2024-10-04 17:00:00,2024,10,October,4,40,4,4,Friday,17,Tarde
883,2024-04-09 15:00:00,2024,4,April,2,15,9,1,Tuesday,15,Tarde
884,2024-11-23 09:00:00,2024,11,November,4,47,23,5,Saturday,9,Mañana
885,2024-11-14 13:00:00,2024,11,November,4,46,14,3,Thursday,13,Tarde
886,2024-09-09 09:00:00,2024,9,September,3,37,9,0,Monday,9,Mañana
887,2024-09-28 10:00:00,2024,9,September,3,39,28,5,Saturday,10,Mañana
888,2024-04-12 08:00:00,2024,4,April,2,15,12,4,Friday,8,Mañana
889,2024-07-06 08:00:00,2024,7,July,3,27,6,5,Saturday,8,Mañana
890,2024-06-17 14:00:00,2024,6,June,2,25,17,0,Monday,14,Tarde
891,2024-12-20 11:00:00,2024,12,December,4,51,20,4,Friday,11,Mañana
892,2024-06-13 07:00:00,2024,6,June,2,24,13,3,Thursday,7,Mañana
893,2024-08-03 08:00:00,2024,8,August,3,31,3,5,Saturday,8,Mañana
894,2024-03-08 18:00:00,2024,3,March,1,10,8,4,Friday,18,Noche
895,2024-09-03 12:00:00,2024,9,September,3,36,3,1,Tuesday,12,Mañana
896,2024-07-15 16:00:00,2024,7,July,3,29,15,0,Monday,16,Tarde
897,2024-03-16 14:00:00,2024,3,March,1,11,16,5,Saturday,14,Tarde
898,2024-05-03 12:00:00,2024,5,May,2,18,3,4,Friday,12,Mañana
899,2024-05-21 07:00:00,2024,5,May,2,21,21,1,Tuesday,7,Mañana
900,2024-06-05 14:00:00,2024,6,June,2,23,5,2,Wednesday,14,Tarde
901,2024-09-19 18:00:00,2024,9,September,3,38,19,3,Thursday,18,Noche
902,2024-08-24 15:00:00,2024,8,August,3,34,24,5,Saturday,15,Tarde
903,2024-12-14 12:00:00,2024,12,December,4,50,14,5,Saturday,12,Mañana
904,2024-03-10 18:00:00,2024,3,March,1,10,10,6,Sunday,18,Noche
905,2024-09-23 17:00:00,2024,9,September,3,39,23,0,Monday,17,Tarde
906,2024-03-21 09:00:00,2024,3,March,1,12,21,3,Thursday,9,Mañana
907,2024-10-12 13:00:00,2024,10,October,4,41,12,5,Saturday,13,Tarde
908,2024-06-09 10:00:00,2024,6,June,2,23,9,6,Sunday,10,Mañana
909,2024-03-17 17:00:00,2024,3,March,1,11,17,6,Sunday,17,Tarde
910,2024-10-10 18:00:00,2024,10,October,4,41,10,3,Thursday,18,Noche
911,2024-10-16 11:00:00,2024,10,October,4,42,16,2,Wednesday,11,Mañana
912,2024-09-03 13:00:00,2024,9,September,3,36,3,1,Tuesday,13,Tarde
913,2024-06-25 13:00:00,2024,6,June,2,26,25,1,Tuesday,13,Tarde
914,2024-04-01 12:00:00,2024,4,April,2,14,1,0,Monday,12,Mañana
915,2024-04-28 13:00:00,2024,4,April,2,17,28,6,Sunday,13,Tarde
916,2024-08-28 15:00:00,2024,8,August,3,35,28,2,Wednesday,15,Tarde
917,2024-09-19 11:00:00,2024,9,September,3,38,19,3,Thursday,11,Mañana
918,2024-08-19 08:00:00,2024,8,August,3,34,19,0,Monday,8,Mañana
919,2024-07-28 07:00:00,2024,7,July,3,30,28,6,Sunday,7,Mañana
920,2024-04-10 10:00:00,2024,4,April,2,15,10,2,Wednesday,10,Mañana
921,2024-11-27 09:00:00,2024,11,November,4,48,27,2,Wednesday,9,Mañana
922,2024-08-23 09:00:00,2024,8,August,3,34,23,4,Friday,9,Mañana
923,2024-10-10 09:00:00,2024,10,October,4,41,10,3,Thursday,9,Mañana
924,2024-06-14 16:00:00,2024,6,June,2,24,14,4,Friday,16,Tarde
925,2024-09-28 11:00:00,2024,9,September,3,39,28,5,Saturday,11,Mañana
926,2024-06-26 08:00:00,2024,6,June,2,26,26,2,Wednesday,8,Mañana
927,2024-09-20 15:00:00,2024,9,September,3,38,20,4,Friday,15,Tarde
928,2024-11-20 17:00:00,2024,11,November,4,47,20,2,Wednesday,17,Tarde
929,2024-03-31 18:00:00,2024,3,March,1,13,31,6,Sunday,18,Noche
930,2024-08-05 18:00:00,2024,8,August,3,32,5,0,Monday,18,Noche
931,2024-12-22 12:00:00,2024,12,December,4,51,22,6,Sunday,12,Mañana
932,2024-06-23 08:00:00,2024,6,June,2,25,23,6,Sunday,8,Mañana
933,2024-05-05 18:00:00,2024,5,May,2,18,5,6,Sunday,18,Noche
934,2024-10-20 07:00:00,2024,10,October,4,42,20,6,Sunday,7,Mañana
935,2024-12-14 07:00:00,2024,12,December,4,50,14,5,Saturday,7,Mañana
936,2024-10-03 15:00:00,2024,10,October,4,40,3,3,Thursday,15,Tarde
937,2024-11-28 17:00:00,2024,11,November,4,48,28,3,Thursday,17,Tarde
938,2024-08-07 11:00:00,2024,8,August,3,32,7,2,Wednesday,11,Mañana
939,2024-12-15 17:00:00,2024,12,December,4,50,15,6,Sunday,17,Tarde
940,2024-08-28 14:00:00,2024,8,August,3,35,28,2,Wednesday,14,Tarde
941,2024-05-05 09:00:00,2024,5,May,2,18,5,6,Sunday,9,Mañana
942,2024-03-31 16:00:00,2024,3,March,1,13,31,6,Sunday,16,Tarde
943,2024-04-23 15:00:00,2024,4,April,2,17,23,1,Tuesday,15,Tarde
944,2024-03-19 16:00:00,2024,3,March,1,12,19,1,Tuesday,16,Tarde
945,2024-03-27 17:00:00,2024,3,March,1,13,27,2,Wednesday,17,Tarde
946,2024-11-05 12:00:00,2024,11,November,4,45,5,1,Tuesday,12,Mañana
947,2024-06-13 12:00:00,2024,6,June,2,24,13,3,Thursday,12,Mañana
948,2024-04-17 12:00:00,2024,4,April,2,16,17,2,Wednesday,12,Mañana
949,2024-05-08 07:00:00,2024,5,May,2,19,8,2,Wednesday,7,Mañana
950,2024-07-29 07:00:00,2024,7,July,3,31,29,0,Monday,7,Mañana
951,2024-05-18 12:00:00,2024,5,May,2,20,18,5,Saturday,12,Mañana
952,2024-08-25 09:00:00,2024,8,August,3,34,25,6,Sunday,9,Mañana
953,2024-09-22 16:00:00,2024,9,September,3,38,22,6,Sunday,16,Tarde
954,2024-04-11 09:00:00,2024,4,April,2,15,11,3,Thursday,9,Mañana
955,2024-04-14 09:00:00,2024,4,April,2,15,14,6,Sunday,9,Mañana
956,2024-03-03 08:00:00,2024,3,March,1,9,3,6,Sunday,8,Mañana
957,2024-04-22 09:00:00,2024,4,April,2,17,22,0,Monday,9,Mañana
958,2024-07-16 14:00:00,2024,7,July,3,29,16,1,Tuesday,14,Tarde
959,2024-04-28 10:00:00,2024,4,April,2,17,28,6,Sunday,10,Mañana
960,2024-12-12 09:00:00,2024,12,December,4,50,12,3,Thursday,9,Mañana
961,2024-07-04 08:00:00,2024,7,July,3,27,4,3,Thursday,8,Mañana
962,2024-11-27 11:00:00,2024,11,November,4,48,27,2,Wednesday,11,Mañana
963,2024-11-13 07:00:00,2024,11,November,4,46,13,2,Wednesday,7,Mañana
964,2024-03-08 12:00:00,2024,3,March,1,10,8,4,Friday,12,Mañana
965,2024-09-28 11:00:00,2024,9,September,3,39,28,5,Saturday,11,Mañana
966,2024-10-09 15:00:00,2024,10,October,4,41,9,2,Wednesday,15,Tarde
967,2024-12-22 17:00:00,2024,12,December,4,51,22,6,Sunday,17,Tarde
968,2024-08-27 15:00:00,2024,8,August,3,35,27,1,Tuesday,15,Tarde
969,2024-06-24 16:00:00,2024,6,June,2,26,24,0,Monday,16,Tarde
970,2024-12-17 07:00:00,2024,12,December,4,51,17,1,Tuesday,7,Mañana
971,2024-11-19 14:00:00,2024,11,November,4,47,19,1,Tuesday,14,Tarde
972,2024-06-09 18:00:00,2024,6,June,2,23,9,6,Sunday,18,Noche
973,2024-10-20 13:00:00,2024,10,October,4,42,20,6,Sunday,13,Tarde
974,2024-11-06 07:00:00,2024,11,November,4,45,6,2,Wednesday,7,Mañana
975,2024-11-06 17:00:00,2024,11,November,4,45,6,2,Wednesday,17,Tarde
976,2024-09-19 10:00:00,2024,9,September,3,38,19,3,Thursday,10,Mañana
977,2024-09-22 07:00:00,2024,9,September,3,38,22,6,Sunday,7,Mañana
978,2024-04-27 12:00:00,2024,4,April,2,17,27,5,Saturday,12,Mañana
979,2024-09-08 16:00:00,2024,9,September,3,36,8,6,Sunday,16,Tarde
980,2024-09-16 07:00:00,2024,9,September,3,38,16,0,Monday,7,Mañana
981,2024-12-15 13:00:00,2024,12,December,4,50,15,6,Sunday,13,Tarde
982,2024-03-22 09:00:00,2024,3,March,1,12,22,4,Friday,9,Mañana
983,2024-07-27 18:00:00,2024,7,July,3,30,27,5,Saturday,18,Noche
984,2024-05-20 12:00:00,2024,5,May,2,21,20,0,Monday,12,Mañana
985,2024-03-17 18:00:00,2024,3,March,1,11,17,6,Sunday,18,Noche
986,2024-12-11 11:00:00,2024,12,December,4,50,11,2,Wednesday,11,Mañana
987,2024-12-12 18:00:00,2024,12,December,4,50,12,3,Thursday,18,Noche
988,2024-04-23 08:00:00,2024,4,April,2,17,23,1,Tuesday,8,Mañana
989,2024-03-21 16:00:00,2024,3,March,1,12,21,3,Thursday,16,Tarde
990,2024-04-02 12:00:00,2024,4,April,2,14,2,1,Tuesday,12,Mañana
991,2024-10-15 08:00:00,2024,10,October,4,42,15,1,Tuesday,8,Mañana
992,2024-03-30 16:00:00,2024,3,March,1,13,30,5,Saturday,16,Tarde
993,2024-11-30 18:00:00,2024,11,November,4,48,30,5,Saturday,18,Noche
994,2024-11-27 13:00:00,2024,11,November,4,48,27,2,Wednesday,13,Tarde
995,2024-03-10 15:00:00,2024,3,March,1,10,10,6,Sunday,15,Tarde
996,2024-03-18 09:00:00,2024,3,March,1,12,18,0,Monday,9,Mañana
997,2024-03-29 09:00:00,2024,3,March,1,13,29,4,Friday,9,Mañana
998,2024-11-02 08:00:00,2024,11,November,4,44,2,5,Saturday,8,Mañana
999,2024-10-06 13:00:00,2024,10,October,4,40,6,6,Sunday,13,Tarde
1000,2024-08-12 15:00:00,2024,8,August,3,33,12,0,Monday,15,Tarde
1001,2024-12-06 09:00:00,2024,12,December,4,49,6,4,Friday,9,Mañana
1002,2024-07-03 16:00:00,2024,7,July,3,27,3,2,Wednesday,16,Tarde
1003,2024-11-04 15:00:00,2024,11,November,4,45,4,0,Monday,15,Tarde
1004,2024-04-22 18:00:00,2024,4,April,2,17,22,0,Monday,18,Noche
1005,2024-04-11 10:00:00,2024,4,April,2,15,11,3,Thursday,10,Mañana
1006,2024-03-11 10:00:00,2024,3,March,1,11,11,0,Monday,10,Mañana
1007,2024-07-22 09:00:00,2024,7,July,3,30,22,0,Monday,9,Mañana
1008,2024-06-18 15:00:00,2024,6,June,2,25,18,1,Tuesday,15,Tarde
1009,2024-09-30 08:00:00,2024,9,September,3,40,30,0,Monday,8,Mañana
1010,2024-04-10 09:00:00,2024,4,April,2,15,10,2,Wednesday,9,Mañana
1011,2024-12-23 08:00:00,2024,12,December,4,52,23,0,Monday,8,Mañana
1012,2024-09-11 08:00:00,2024,9,September,3,37,11,2,Wednesday,8,Mañana
1013,2024-07-08 08:00:00,2024,7,July,3,28,8,0,Monday,8,Mañana
1014,2024-09-30 11:00:00,2024,9,September,3,40,30,0,Monday,11,Mañana
1015,2024-07-31 13:00:00,2024,7,July,3,31,31,2,Wednesday,13,Tarde
1016,2024-04-17 10:00:00,2024,4,April,2,16,17,2,Wednesday,10,Mañana
1017,2024-04-24 10:00:00,2024,4,April,2,17,24,2,Wednesday,10,Mañana
1018,2024-08-30 08:00:00,2024,8,August,3,35,30,4,Friday,8,Mañana
1019,2024-06-20 13:00:00,2024,6,June,2,25,20,3,Thursday,13,Tarde
1020,2024-04-04 10:00:00,2024,4,April,2,14,4,3,Thursday,10,Mañana
1021,2024-07-09 14:00:00,2024,7,July,3,28,9,1,Tuesday,14,Tarde
1022,2024-06-07 17:00:00,2024,6,June,2,23,7,4,Friday,17,Tarde
1023,2024-03-03 16:00:00,2024,3,March,1,9,3,6,Sunday,16,Tarde
1024,2024-06-08 09:00:00,2024,6,June,2,23,8,5,Saturday,9,Mañana
1025,2024-09-01 10:00:00,2024,9,September,3,35,1,6,Sunday,10,Mañana
1026,2024-11-03 17:00:00,2024,11,November,4,44,3,6,Sunday,17,Tarde
1027,2024-11-12 14:00:00,2024,11,November,4,46,12,1,Tuesday,14,Tarde
1028,2024-09-02 13:00:00,2024,9,September,3,36,2,0,Monday,13,Tarde
1029,2024-04-19 12:00:00,2024,4,April,2,16,19,4,Friday,12,Mañana
1030,2024-11-11 18:00:00,2024,11,November,4,46,11,0,Monday,18,Noche
1031,2024-09-16 18:00:00,2024,9,September,3,38,16,0,Monday,18,Noche
